"Arv";"Latitude";"Longitude";"Rua";"Nº da casa";"Bairro";"Espécie";"Copa raio (m)";"Altura (m)";"Distância entre árvores (m)"
6083;579152,9841990;9117102,5704200;"Padre Luiz Kerlher";451;"AABB";"Ficus Benjamin";3,48;5,88;61,6
6084;579139,4149960;9117106,1011000;"Padre Luiz Kerlher";433;"AABB";"Ficus Benjamin";0,19;0,90;16,8
6085;579103,7739070;9117115,5685800;"Padre Luiz Kerlher";401;"AABB";"Ficus Benjamin";0,47;3,11;49,0
6086;579099,2145910;9117116,7779800;"Padre Luiz Kerlher";397;"AABB";"Ficus Benjamin";2,06;4,32;7,0
6087;579042,9183410;9117130,9578500;"Padre Luiz Kerlher";329;"AABB";"Ficus Benjamin";2,54;5,70;63,7
6088;579038,7555170;9117132,0391200;"Padre Luiz Kerlher";329;"AABB";"Ficus Benjamin";2,98;5,50;3,5
6089;578999,9979650;9117142,0174500;"Padre Luiz Kerlher";297;"AABB";"Ficus Benjamin";2,36;4,49;37,1
6090;578997,2161200;9117142,5322900;"Padre Luiz Kerlher";287;"AABB";"Ficus Benjamin";0,87;2,10;37,1
6091;578993,6088260;9117143,4833600;"Padre Luiz Kerlher";287;"AABB";"Ficus Benjamin";0,98;2,20;5,6
6092;578967,1201120;9117150,2932200;"Padre Luiz Kerlher";261;"AABB";"Ficus Benjamin";3,92;6,05;23,8
6093;578952,0543240;9117154,0667300;"Padre Luiz Kerlher";249;"AABB";"Ficus Benjamin";1,52;4,84;16,1
6094;578948,8758610;9117154,7355000;"Padre Luiz Kerlher";249;"AABB";"Ficus Benjamin";1,22;4,64;3,5
6095;579366,4742750;9117223,1589900;"Augusto Alípio";605;"Nossa Senhora da Conceição";"Nim Indiano";0,23;1,25;98,0
6096;579370,1116860;9117222,3411000;"Augusto Alípio";605;"Nossa Senhora da Conceição";"Nim Indiano";0,19;1,45;2,8
6097;579375,6018270;9117227,0972300;"Augusto Alípio";454;"Nossa Senhora da Conceição";"Ficus Benjamin";1,22;3,36;16,8
6098;579368,2635960;9117228,6417000;"Augusto Alípio";0;"Nossa Senhora da Conceição";"Ficus Benjamin";1,55;3,46;7,0
6099;579356,9540690;9117231,3015600;"Augusto Alípio";466;"Nossa Senhora da Conceição";"Ficus Benjamin";0,45;1,30;12,6
6100;579346,9057360;9117233,6990400;"Augusto Alípio";470;"Nossa Senhora da Conceição";"Ficus Benjamin";3,13;4,49;4,9
6101;578508,5227030;9116779,5725100;"Academia da Cidade (AABB)";1375;"AABB";"Ficus Benjamin";0,55;2,94;16,8
6102;578514,8808570;9116778,2637400;"Academia da Cidade (AABB)";1377;"AABB";"Ficus Benjamin";2,47;5,88;4,9
6103;578556,7831530;9116769,4231500;"Academia da Cidade (AABB)";1449;"AABB";"Ficus Benjamin";0,65;2,76;41,3
6104;578566,5927920;9116767,8920000;"Academia da Cidade (AABB)";1451;"AABB";"Ficus Benjamin";2,00;4,32;7,0
6105;578655,3649380;9116751,2269100;"Academia da Cidade (AABB)";1635;"AABB";"Nim Indiano";2,34;4,67;91,7
6106;578662,9222420;9116749,6040000;"Academia da Cidade (AABB)";1641;"AABB";"Acácia";2,90;3,80;9,8
6107;578645,0210620;9116707,9453700;"Academia da Cidade (AABB)";1640;"AABB";"Nim Indiano";3,39;5,19;98,7
6108;578639,7640170;9116709,6446800;"Academia da Cidade (AABB)";1640;"AABB";"Nim Indiano";2,59;5,19;4,9
6109;578631,6552520;9116712,9013000;"Academia da Cidade (AABB)";1640;"AABB";"Nim Indiano";2,65;5,19;10,5
6110;578624,3716350;9116715,9677400;"Academia da Cidade (AABB)";1640;"AABB";"Nim Indiano";4,29;5,19;15,4
6111;578532,1159490;9116753,1856300;"Academia da Cidade (AABB)";1400;"AABB";"Ficus Benjamin";1,42;3,80;93,1
6112;578525,1709490;9116755,8506900;"Academia da Cidade (AABB)";1400;"AABB";"Acácia";3,50;4,84;9,1
6113;578508,6486930;9116763,3597700;"Academia da Cidade (AABB)";0;"AABB";"Acácia";2,83;3,46;18,2
6114;577131,1386670;9116704,1022500;"Padre Romão Ferraz";"38";"Nossa Senhora da Penha";"Nim indiano";0,90;2,60;29,6
6115;577131,4654470;9116705,0259700;"Padre Romão Ferraz";"38";"Nossa Senhora da Penha";"Ficus benjamim";2,15;4,30;2,3
6116;577131,8728830;9116706,1416700;"Padre Romão Ferraz";"38";"Nossa Senhora da Penha";"Nim indiano";2,15;3,60;2,3
6117;577144,2290840;9116759,6777600;"Padre Romão Ferraz";"104";"Nossa Senhora da Penha";"Tamarindo";0,04;2,50;70,2
6118;577149,1130880;9116783,2027700;"Padre Romão Ferraz";"104";"Nossa Senhora da Penha";"Oiti";0,04;2,30;25,7
6119;577150,1586010;9116787,6119100;"Padre Romão Ferraz";"104";"Nossa Senhora da Penha";"Tamarindo";1,90;3,00;6,2
6120;577151,2410150;9116794,3421600;"Padre Romão Ferraz";"104";"Nossa Senhora da Penha";"Oiti";2,00;3,50;7,0
6121;577152,8399780;9116802,0368000;"Padre Romão Ferraz";"104";"Nossa Senhora da Penha";"Tamarindo";1,70;5,50;7,0
6122;577156,1270370;9116819,3277000;"Padre Romão Ferraz";"104";"Nossa Senhora da Penha";"Oiti";1,75;4,00;21,1
6123;577157,7316300;9116826,7591600;"Padre Romão Ferraz";"104";"Nossa Senhora da Penha";"Tamarindo";0,20;1,70;7,8
6124;577159,0233410;9116832,8457900;"Padre Romão Ferraz";"104";"Nossa Senhora da Penha";"Oiti";3,00;4,00;7,0
6125;577159,9582860;9116838,3071800;"Padre Romão Ferraz";"104";"Nossa Senhora da Penha";"Tamarindo";0,73;2,60;7,0
6126;577172,5293960;9116899,4543100;"Padre Romão Ferraz";"242";"Nossa Senhora da Penha";"Ficus benjamim";2,50;4,80;76,4
6127;577177,6609410;9116925,8782700;"Padre Romão Ferraz";"270";"Nossa Senhora da Penha";"Ficus benjamim";1,75;4,00;30,4
6128;577178,5034430;9116929,4192600;"Padre Romão Ferraz";"270";"Nossa Senhora da Penha";"Ficus benjamim";1,90;4,50;4,7
6129;577181,8542010;9116946,3315800;"Padre Romão Ferraz";"286";"Nossa Senhora da Penha";"Acácia";2,40;4,30;17,2
6130;577183,0230920;9116952,1484800;"Padre Romão Ferraz";"292";"Nossa Senhora da Penha";"Nim indiano";1,83;3,71;8,6
6131;577203,5531430;9117032,0092500;"Padre Romão Ferraz";"370";"Nossa Senhora da Penha";"Nim indiano";0,04;4,00;0,0
6132;577204,8208500;9117036,8668200;"Padre Romão Ferraz";"376";"Nossa Senhora da Penha";"Acácia";1,65;3,50;7,8
6133;577205,6076150;9117041,4285200;"Padre Romão Ferraz";"380";"Nossa Senhora da Penha";"Nim indinao";2,75;4,30;5,5
6134;577206,9345420;9117046,0951400;"Padre Romão Ferraz";"384";"Nossa Senhora da Penha";"Ficus benjamim";1,15;2,80;5,5
6135;577209,8111250;9117059,7462700;"Padre Romão Ferraz";"400";"Nossa Senhora da Penha";"Ficus benjamim";2,40;3,70;17,9
6136;577210,9461790;9117063,5160400;"Padre Romão Ferraz";"404";"Nossa Senhora da Penha";"Ficus benjamim";1,00;2,80;6,2
6137;577215,4146700;9117080,8272900;"Padre Romão Ferraz";"422";"Nossa Senhora da Penha";"Nim indiano";2,50;3,00;0,0
6138;577217,8356150;9117091,4746900;"Padre Romão Ferraz";"430";"Nossa Senhora da Penha";"Ficus benjamim";0,90;2,80;0,0
6139;577227,9308680;9117134,2247800;"Padre Romão Ferraz";"468";"Nossa Senhora da Penha";"Nim indiano";6,00;10,00;46,0
6140;577230,4915790;9117146,4824600;"Padre Romão Ferraz";"380";"Nossa Senhora da Penha";"Ficus benjamim";0,75;2,40;0,0
6141;577234,3867400;9117166,7597800;"Padre Romão Ferraz";"502";"Nossa Senhora da Penha";"Ficus benjamim";0,04;2,80;8,6
6142;577235,6733040;9117171,9851900;"Padre Romão Ferraz";"506";"Nossa Senhora da Penha";"Albizia";1,60;3,00;6,2
6143;577236,7283960;9117177,3291600;"Padre Romão Ferraz";"510";"Nossa Senhora da Penha";"Ficus benjamim";3,30;5,50;7,0
6144;577238,1638130;9117182,7710700;"Padre Romão Ferraz";"300";"Nossa Senhora da Penha";"Ficus benjamim";0,04;2,50;10,1
6145;577240,5233410;9117190,8935900;"Padre Romão Ferraz";"526";"Nossa Senhora da Penha";"Ficus benjamim";2,50;4,00;10,1
6146;577247,8299960;9117234,9870200;"Padre Romão Ferraz";"47";"Nossa Senhora da Penha";"Ficus benjamim";1,50;3,80;68,6
6147;577249,7667070;9117241,2330700;"Padre Romão Ferraz";"532";"Nossa Senhora da Penha";"Ficus benjamim";1,65;3,50;8,6
6148;577250,8288720;9117245,1268500;"Padre Romão Ferraz";"532";"Nossa Senhora da Penha";"Ficus benjamim";2,25;4,20;3,9
6149;577252,4917620;9117250,2769300;"Padre Romão Ferraz";"532";"Nossa Senhora da Penha";"Ficus benjamim";1,65;3,00;7,0
6150;577255,7884140;9117254,3761500;"Padre Romão Ferraz";"540";"Nossa Senhora da Penha";"Ficus benjamim";2,85;3,50;6,2
6151;577257,7961760;9117256,3487500;"Padre Romão Ferraz";"540";"Nossa Senhora da Penha";"Ficus benjamim";0,65;2,40;3,9
6152;577206,3465460;9117094,5268800;"Padre Romão Ferraz";"419";"Nossa Senhora da Penha";"Albizia";1,50;3,00;150,5
6153;577205,4523080;9117089,8580300;"Padre Romão Ferraz";"419";"Nossa Senhora da Penha";"Nim indiano";3,40;6,50;5,5
6154;577197,8634360;9117056,8666700;"Padre Romão Ferraz";"393";"Nossa Senhora da Penha";"Nim indiano";0,80;3,20;32,0
6155;577192,8880370;9117039,6728800;"Padre Romão Ferraz";"371";"Nossa Senhora da Penha";"Nim indiano";2,05;2,80;24,2
6156;577192,4400180;9117037,2437600;"Padre Romão Ferraz";"371";"Nossa Senhora da Penha";"Ficus benjamim";0,55;2,40;3,9
6157;577162,2404730;9116904,2773500;"Padre Romão Ferraz";"237";"Nossa Senhora da Penha";"Ficus benjamim";0,50;2,20;146,6
6158;577153,8595090;9116865,0568600;"Padre Romão Ferraz";"195";"Nossa Senhora da Penha";"Ficus benjamim";0,04;2,80;50,7
6159;579087,4614470;9117354,7561700;"Professora Luiza Kerlhe";1663;"AABB";"Ficus Benjamin";0,98;3,46;63,9
6160;579086,7252730;9117349,0687100;"Professora Luiza Kerlhe";1659;"AABB";"Ficus Benjamin";1,47;3,63;10,7
6161;579085,0541320;9117343,0286700;"Professora Luiza Kerlhe";1955;"AABB";"ficus Benjamin";0,04;2,20;7,1
6162;579083,4161320;9117336,2441300;"Professora Luiza Kerlhe";1651;"AABB";"Ficus Benjamin";1,55;3,11;6,4
6163;579082,4476090;9117329,6041400;"Professora Luiza Kerlhe";231;"AABB";"Ficus Benjamin";1,21;3,46;17,0
6164;579081,7682940;9117325,8881700;"Professora Luiza Kerlhe";231;"AABB";"Ficus Benjamin";0,95;2,59;4,3
6165;579080,6660660;9117322,2099100;"Professora Luiza Kerlhe";231;"AABB";"Ficus Benjamin";1,41;3,63;5,7
6166;579073,4845550;9117287,0258100;"Professora Luiza Kerlhe";1601;"AABB";"Ficus Benjamin";2,04;5,19;29,1
6167;579060,3176400;9117175,0438400;"Professora Luiza Kerlhe";1463;"AABB";"Ficus Benjamin";2,58;5,19;125,0
6168;579058,5660100;9117169,7683600;"Professora Luiza Kerlhe";1459;"AABB";"Ficus Benjamin";1,35;3,11;5,7
6169;578953,1082630;9116830,2753900;"Professora Luiza Kerlhe";0;"AABB";"Ficus Benjamin";1,29;2,59;377,0
6170;578946,6047410;9116806,1899100;"Professora Luiza Kerlhe";1445;"AABB";"Ficus Benjamin";1,68;3,80;17,0
6171;578931,9515760;9116745,3966100;"Professora Luiza Kerlhe";1365;"AABB";"Nim indiano";3,44;5,36;79,5
6172;578925,9775110;9116722,9835900;"Professora Luiza Kerlhe";1889;"AABB";"Craibeira";0,85;2,24;8,5
6173;578924,3381950;9116715,2104500;"Professora Luiza Kerlhe";1889;"AABB";"Ficus Benjamin";0,98;2,20;7,1
6174;578922,0604020;9116706,9395500;"Professora Luiza Kerlhe";1889;"AABB";"Ficus Benjamin";0,38;1,20;5,7
6175;578918,0888800;9116687,9348200;"Professora Luiza Kerlhe";0;"AABB";"Ficus Benjamin";1,53;3,46;29,1
6176;578902,1359550;9116633,2834100;"Professora Luiza Kerlhe";1253;"AABB";"Ficus Benjamin";2,83;5,19;76,0
6177;578897,6723370;9116621,7936700;"Professora Luiza Kerlhe";1247;"AABB";"Cola";2,87;5,53;9,9
6178;578884,1481740;9116586,9920300;"Professora Luiza Kerlhe";1201;"AABB";"Ficus Benjamin";1,63;4,67;35,5
6179;578882,1300870;9116581,4766100;"Professora Luiza Kerlhe";1201;"AABB";"Ficus Benjamin";1,43;3,80;5,0
6180;578815,2618820;9116404,9720500;"Professora Luiza Kerlhe";1033;"AABB";"Ficus Benjamin";1,54;3,63;181,8
6181;578812,2041430;9116394,9778700;"Professora Luiza Kerlhe";1031;"AABB";"Ficus Benjamin";0,25;1,00;11,4
6182;578807,1866210;9116380,5020700;"Professora Luiza Kerlhe";1025;"AABB";"Mamπo";1,11;2,59;18,5
6183;578754,7978160;9116216,9145000;"Professora Luiza Kerlhe";737;"AABB";"Ficus Benjamin";2,09;5,19;173,2
6184;578717,3534260;9116100,1780700;"Professora Luiza Kerlhe";0;"AABB";"Nim indiano";3,93;5,53;125,0
6185;578715,9822520;9116095,9156100;"Professora Luiza Kerlhe";0;"AABB";"Nim indiano";2,36;5,19;7,1
6186;578714,8278280;9116092,0240100;"Professora Luiza Kerlhe";0;"AABB";"Nim indiano";1,90;3,80;5,7
6187;578713,4062300;9116088,1340700;"Professora Luiza Kerlhe";0;"AABB";"Nim indiano";2,16;4,32;6,4
6188;578712,3211760;9116084,3272100;"Professora Luiza Kerlhe";0;"AABB";"Nim indiano";2,29;5,19;5,7
6189;578711,2216870;9116080,1856300;"Professora Luiza Kerlhe";0;"AABB";"Nim indiano";2,61;4,84;5,7
6190;578710,1250890;9116076,6780900;"Professora Luiza Kerlhe";0;"AABB";"Nim indiano";2,43;4,49;5,7
6191;578708,8564590;9116071,9830000;"Professora Luiza Kerlhe";0;"AABB";"Nim indiano";2,39;3,97;5,7
6192;578707,5242300;9116067,6983700;"Professora Luiza Kerlhe";0;"AABB";"Nim indiano";0,98;2,76;6,4
6193;578706,3048280;9116063,3899700;"Professora Luiza Kerlhe";0;"AABB";"Nim indiano";2,50;5,19;5,7
6194;578722,1894350;9116080,9267700;"Professora Luiza Kerlhe";680;"AABB";"Ficus Benjamin";3,11;5,36;44,7
6195;578761,5262280;9116203,8015300;"Professora Luiza Kerlhe";734;"AABB";"Ficus Benjamin";1,75;4,84;119,3
6196;578763,4721080;9116209,0161300;"Professora Luiza Kerlhe";734;"AABB";"Ficus Benjamin";1,95;5,36;5,0
6197;578769,7441620;9116230,8285200;"Professora Luiza Kerlhe";740;"AABB";"Ficus Benjamin";1,83;5,19;12,1
6198;578771,6270210;9116235,7037700;"Professora Luiza Kerlhe";740;"AABB";"Ficus Benjamin";1,25;3,46;5,0
6199;578773,0566730;9116240,7430800;"Professora Luiza Kerlhe";740;"AABB";"Ficus Benjamin";1,82;5,53;4,3
6200;578782,7684450;9116271,2625400;"Professora Luiza Kerlhe";311;"AABB";"Ficus Benjamin";1,48;3,28;41,2
6201;578838,9728590;9116444,7186800;"Professora Luiza Kerlhe";1050;"AABB";"Ficus Benjamin";1,85;5,19;188,9
6202;578875,9113460;9116542,2853600;"Professora Luiza Kerlhe";150;"AABB";"Ficus Benjamin";0,48;2,30;104,4
6203;578878,1523250;9116547,6562800;"Professora Luiza Kerlhe";150;"AABB";"Ficus Benjamin";0,50;2,20;5,0
6204;578883,3670210;9116562,1073600;"Professora Luiza Kerlhe";1246;"AABB";"Cola";3,73;8,65;42,6
6205;578885,3721620;9116566,9066800;"Professora Luiza Kerlhe";1246;"AABB";"Nim indiano";3,89;7,43;4,3
6206;578890,0399130;9116579,3840700;"Professora Luiza Kerlhe";1036;"AABB";"Ficus Benjamin";1,44;3,63;9,2
6207;578897,5202710;9116598,9163600;"Professora Luiza Kerlhe";1036;"AABB";"Cola";2,09;5,19;13,5
6208;578912,9496830;9116645,6287900;"Professora Luiza Kerlhe";1409;"AABB";"Ficus Benjamin";1,68;3,80;44,0
6209;578915,5602920;9116652,6672700;"Professora Luiza Kerlhe";1409;"AABB";"Ficus Benjamin";1,85;3,80;7,1
6210;578916,7970970;9116658,9485500;"Professora Luiza Kerlhe";1409;"AABB";"Ficus Benjamin";2,35;5,36;8,5
6211;578921,6740420;9116674,4456300;"Professora Luiza Kerlhe";1204;"AABB";"Ficus Benjamin";0,63;2,76;27,7
6212;578923,2992380;9116679,7275400;"Professora Luiza Kerlhe";1210;"AABB";"Ficus Benjamin";2,14;5,01;5,0
6213;578929,3581620;9116703,3253300;"Professora Luiza Kerlhe";1861;"AABB";"Ficus Benjamin";0,73;2,20;44,7
6214;578931,0061080;9116709,2434700;"Professora Luiza Kerlhe";1861;"AABB";"Ficus Benjamin";1,25;3,11;5,7
6215;578932,1570210;9116715,5369600;"Professora Luiza Kerlhe";1861;"AABB";"Ficus Benjamin";1,40;2,94;5,0
6216;578933,9523910;9116722,7099000;"Professora Luiza Kerlhe";1861;"AABB";"Ficus Benjamin";1,58;3,46;4,3
6217;578935,4062800;9116728,8611300;"Professora Luiza Kerlhe";1861;"AABB";"Ficus Benjamin";1,85;3,46;4,3
6218;579029,4944990;9117020,3319400;"Professora Luiza Kerlhe";1354;"AABB";"Brasileirinho";1,08;3,46;125,7
6219;579031,1348680;9117026,5106800;"Professora Luiza Kerlhe";1360;"AABB";"Brasileirinho";1,05;2,59;3,6
6220;579031,8785860;9117030,2146400;"Professora Luiza Kerlhe";1360;"AABB";"Brasileirinho";1,28;3,46;3,6
6221;579033,3535320;9117035,7679200;"Professora Luiza Kerlhe";244;"AABB";"Ficus Benjamin";2,93;6,92;13,5
6222;579037,8325440;9117053,0902100;"Professora Luiza Kerlhe";0;"AABB";"Ficus Benjamin";1,25;3,63;24,9
6223;579041,1782170;9117066,7783100;"Professora Luiza Kerlhe";0;"AABB";"Ficus Benjamin";1,46;3,97;5,7
6224;579048,7736610;9117094,3464500;"Professora Luiza Kerlhe";1430;"AABB";"Ficus Benjamin";0,40;1,60;16,3
6225;579050,2394000;9117098,6342500;"Professora Luiza Kerlhe";1434;"AABB";"Ficus Benjamin";2,89;7,26;3,6
6226;579059,1048570;9117136,0191100;"Professora Luiza Kerlhe";1470;"AABB";"Nim indiano";1,20;3,63;39,8
6227;579064,1122050;9117154,7291000;"Professora Luiza Kerlhe";1488;"AABB";"Ficus Benjamin";2,26;5,19;17,8
6228;579065,3467810;9117159,5061900;"Professora Luiza Kerlhe";1492;"AABB";"Ficus Benjamin";2,76;5,53;5,0
6229;579071,5749980;9117188,7643500;"Professora Luiza Kerlhe";1506;"AABB";"Nim indiano";2,30;5,53;31,2
6230;579071,4022590;9117191,3060700;"Professora Luiza Kerlhe";1506;"AABB";"Nim indiano";2,22;5,19;4,3
6231;579071,9895530;9117201,5065200;"Professora Luiza Kerlhe";1516;"AABB";"Acácia";0,66;3,46;12,1
6232;579072,4340640;9117206,6862100;"Professora Luiza Kerlhe";1522;"AABB";"Ficus Benjamin";1,63;3,63;4,3
6233;579072,5249230;9117211,4562400;"Professora Luiza Kerlhe";1526;"AABB";"Acácia";1,52;3,80;5,7
6234;579073,2662380;9117222,9883700;"Professora Luiza Kerlhe";1534;"AABB";"Ficus Benjamin";1,31;3,97;7,1
6235;579073,3893250;9117225,5489100;"Professora Luiza Kerlhe";1534;"AABB";"Ficus Benjamin";1,53;3,97;3,6
6236;579073,6505320;9117228,7540800;"Professora Luiza Kerlhe";1548;"AABB";"Ficus Benjamin";3,10;5,70;12,8
6237;579078,8821620;9117271,5358800;"Professora Luiza Kerlhe";1578;"AABB";"Acácia";2,64;5,36;34,8
6238;579079,2312820;9117273,7516800;"Professora Luiza Kerlhe";1588;"AABB";"Nim indiano";2,08;5,53;7,8
6239;579079,9766520;9117276,8035000;"Professora Luiza Kerlhe";1592;"AABB";"Ficus Benjamin";3,16;4,26;10,7
6240;579082,6360000;9117287,7190700;"Professora Luiza Kerlhe";1604;"AABB";"Ficus Benjamin";0,04;2,25;10,7
6241;579086,3425110;9117313,0002300;"Professora Luiza Kerlhe";235;"AABB";"Ficus Benjamin";1,60;3,97;22,7
6242;579088,3630750;9117316,5649500;"Professora Luiza Kerlhe";235;"AABB";"Ficus Benjamin";1,78;5,19;5,7
6243;579090,7945650;9117320,2390000;"Professora Luiza Kerlhe";235;"AABB";"Ficus Benjamin";1,53;3,80;5,7
6244;579093,2770750;9117323,9657000;"Professora Luiza Kerlhe";235;"AABB";"Ficus Benjamin";1,76;3,97;6,4
6245;579091,6911530;9117332,5931000;"Professora Luiza Kerlhe";1646;"AABB";"Nim indiano";1,84;3,46;9,2
6246;579103,9805530;9117389,3247200;"Professora Luiza Kerlhe";1700;"AABB";"Ficus Benjamin";1,08;3,11;57,5
6247;577568,8906230;9117141,0296600;"Professor Aderbal Mendonça";"30";"Nossa Senhora da Penha";"Ficus benjamim";2,50;6,50;28,1
6248;577572,1045400;9117149,5404900;"Professor Aderbal Mendonça";"38";"Nossa Senhora da Penha";"Ficus benjamim";2,30;6,00;10,1
6249;577577,5795900;9117165,7259100;"Professor Aderbal Mendonça";"54";"Nossa Senhora da Penha";"Ficus benjamim";2,30;6,00;18,7
6250;577579,3853820;9117170,2909100;"Professor Aderbal Mendonça";"58";"Nossa Senhora da Penha";"Castanhola";2,60;7,00;7,8
6251;577584,4080660;9117185,3479600;"Professor Aderbal Mendonça";"74";"Nossa Senhora da Penha";"Castanhola";2,70;6,80;23,4
6252;577580,0856860;9117202,4191800;"Professor Aderbal Mendonça";"81";"Nossa Senhora da Penha";"Castanhola";2,10;5,30;10,1
6253;578920,0992110;9117604,7713100;"Beco na Manoel Antônio de Souza";4147;"São Cristovão";"Ficus Bejamin";0,77;2,94;2,1
6254;578925,8590630;9117601,1184800;"Beco na Manoel Antônio de Souza";4147;"São Cristovão";"Ficus Bejamin";0,74;3,11;13,3
6255;578948,6778310;9117587,8224100;"Beco na Manoel Antônio de Souza";4163;"São Cristovão";"Ficus Bejamin";0,77;2,94;42,0
6256;578878,4279860;9117775,9228200;"Luiz Bezerra Leite";422;"Bomba";"Ficus Bejamin";2,37;3,63;78,4
6257;578863,4274050;9117785,6963400;"Luiz Bezerra Leite";358;"Bomba";"Ficus Bejamin";2,79;5,19;19,6
6258;578782,0419330;9117845,6668400;"Luiz Bezerra Leite";304;"Bomba";"Ficus Bejamin";2,54;4,84;123,2
6259;578768,1985090;9117855,0008800;"Luiz Bezerra Leite";292;"Bomba";"Ficus Bejamin";2,03;5,36;12,6
6260;578764,9471900;9117857,1730800;"Luiz Bezerra Leite";292;"Bomba";"Ficus Bejamin";2,68;5,36;3,5
6261;578755,9511110;9117863,8330900;"Luiz Bezerra Leite";288;"Bomba";"Ficus Bejamin";2,01;4,15;14,0
6262;578739,2244100;9117875,3453900;"Luiz Bezerra Leite";246;"Bomba";"Ficus Bejamin";2,56;3,80;20,3
6263;578734,1823100;9117878,7827100;"Luiz Bezerra Leite";246;"Bomba";"Ficus Bejamin";2,78;3,63;6,3
6264;578688,7392310;9117910,0347200;"Luiz Bezerra Leite";200;"Bomba";"Ficus Bejamin";1,76;3,28;58,1
6265;578690,9118980;9117921,2342500;"Luiz Bezerra Leite";221;"Bomba";"Ficus Bejamin";2,33;5,53;81,9
6266;578711,4172310;9117906,6005300;"Luiz Bezerra Leite";233;"Bomba";"Ficus Bejamin";1,75;3,63;26,6
6267;578731,2419170;9117892,8843700;"Luiz Bezerra Leite";273;"Bomba";"Brasileirinho";1,94;3,97;25,2
6268;578745,1033150;9117882,9423900;"Luiz Bezerra Leite";271;"Bomba";"Ficus Bejamin";2,55;5,19;24,5
6269;578765,4939950;9117868,7112500;"Luiz Bezerra Leite";295;"Bomba";"Ficus Bejamin";2,32;4,84;14,7
6270;578767,2138750;9117867,7193900;"Luiz Bezerra Leite";295;"Bomba";"Ficus Bejamin";0,04;3,46;5,6
6271;578768,9292150;9117866,1724100;"Luiz Bezerra Leite";295;"Bomba";"Ficus Bejamin";1,01;3,46;7,0
6272;578770,9424350;9117865,0351700;"Luiz Bezerra Leite";295;"Bomba";"Ficus Bejamin";1,03;3,46;2,1
6273;578773,0355720;9117863,4311000;"Luiz Bezerra Leite";295;"Bomba";"Brasileirinho";0,76;2,42;2,8
6274;578775,2356340;9117861,7154900;"Luiz Bezerra Leite";295;"Bomba";"Ficus Bejamin";1,79;5,88;1,4
6275;578795,8927010;9117846,9513700;"Luiz Bezerra Leite";315;"Bomba";"Ficus Bejamin";1,78;5,19;25,2
6276;578799,4601780;9117844,5811300;"Luiz Bezerra Leite";319;"Bomba";"Ficus Bejamin";1,62;4,84;4,2
6277;578806,1045760;9117840,4398500;"Luiz Bezerra Leite";325;"Bomba";"Ficus Bejamin";1,99;3,63;9,1
